responseId,startTime,endTime,testType,activityPoints,dfs,dfsRaw,dfsRaw01,dfsRaw02,dfsRaw03,dfsRaw04,dfsRaw05,dfsRaw06,dfsRaw07,dfsRaw08,dfsRaw09,dejectionRawPre2,FR01,FR04,FR03,FR10,FR02,FR06,prevention.pre,promotion.pre,dejectionRawPost,tense,nervous,anxious,depressed,uncertain,agitated,calm,self_conscious,quiet,unconcerned,disappointed ,frustrated,sad,contented,enthusiastic,happy,balanced,dejection,cheerfulness,promotion.pos,agitation,quiescence,prevention.pos,fss,flow,flow01,flow02,flow03,flow04,flow05,flow06,flow07,flow08,Condition,gender,age,ethnicity,sexualOrientation,civilState,city,universityEducation,institucion,educationLevel,conclusion
9f602740-df62-11eb-bf23-972ef7bdc96c,1625689293969,1625689911040,stFemale,140,3.555555556,"4,3,4,3,5,4,2,3,4",4,3,4,3,5,4,2,3,4,"4, 4, 2, 3, 5, 3",4,4,2,3,5,3,2.00,3.00,"5,5,6,3,6,6,3,4,6,3,3,2,2,4,5,5,4",5,5,6,3,6,6,3,4,6,3,3,2,2,4,5,5,4,2.333333333,4.5,2.92,5.17,4.00,4.58,4,"4,4,3,5,5,3,3,5",4,4,3,5,5,3,3,5,inThreat,Masculino,19,Pardo,Heterossexual,Casado(a),Luziápolis (Campo Alegre),Sim,UFAL,Graduação,2024
a2018610-df62-11eb-bf23-972ef7bdc96c,1625689305045,1625689848846,stFemale,130,3.222222222,"4,2,2,3,5,1,2,5,5",4,2,2,3,5,1,2,5,5,"4, 5, 3, 4, 5, 5",4,5,3,4,5,5,1.00,3.67,"6,5,6,5,7,4,4,6,3,5,4,5,3,4,4,4,6",6,5,6,5,7,4,4,6,3,5,4,5,3,4,4,4,6,4,4.5,3.75,5.50,4.50,4.50,2.875,"5,1,3,1,3,4,2,4",5,1,3,1,3,4,2,4,inThreat,Masculino,19,Branco,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,
ba97c630-df62-11eb-bf23-972ef7bdc96c,1625689268522,1625689939274,default,170,3.222222222,"1,2,4,3,4,5,5,2,3",1,2,4,3,4,5,5,2,3,"2, 5, 4, 3, 5, 4",2,5,4,3,5,4,1.33,3.00,"3,3,1,1,4,1,6,7,7,6,2,1,1,4,2,4,7",3,3,1,1,4,1,6,7,7,6,2,1,1,4,2,4,7,1.333333333,4.25,2.54,2.17,6.50,1.83,4.25,"5,4,5,1,5,5,5,4",5,4,5,1,5,5,5,4,control,Feminino,19,Branco,Heterossexual,Solteiro(a),barreiros-Pe,Sim,ufal,Graduação,2024
bb4962f0-df62-11eb-bf23-972ef7bdc96c,1625689144081,1625689959093,stMale,200,4.444444444,"4,4,5,5,3,5,5,4,5",4,4,5,5,3,5,5,4,5,"5, 2, 4, 5, 4, 1",5,2,4,5,4,1,3.67,4.67,"4,1,1,1,1,2,1,6,2,2,1,1,1,6,6,5,5",4,1,1,1,1,2,1,6,2,2,1,1,1,6,6,5,5,1,5.5,1.75,1.67,2.75,3.46,4.5,"5,4,5,2,5,5,5,5",5,4,5,2,5,5,5,5,inBoost,Masculino,20,Pardo,Heterossexual,Solteiro(a),MACEIÓ,Sim,ufal,Graduação,2024
ed40fb60-df62-11eb-bf23-972ef7bdc96c,1625689216572,1625689960325,stFemale,130,3.555555556,"3,3,4,3,4,2,4,4,5",3,3,4,3,4,2,4,4,5,"3, 1, 3, 4, 4, 5",3,1,3,4,4,5,2.67,3.33,"2,1,3,1,5,3,6,6,5,6,4,3,1,7,7,7,6",2,1,3,1,5,3,6,6,5,6,4,3,1,7,7,7,6,2.666666667,6.75,1.96,2.50,5.75,2.38,4.625,"5,4,4,5,5,4,5,5",5,4,4,5,5,4,5,5,inBoost,Feminino,19,Branco,Heterossexual,Solteiro(a),Arapiraca,Sim,UFAL,Graduação,2024
20b9dca0-df63-11eb-bf23-972ef7bdc96c,1625689301560,1625690098312,stMale,130,2.444444444,"2,1,2,3,1,3,4,4,2",2,1,2,3,1,3,4,4,2,"4, 4, 4, 4, 5, 4",4,4,4,4,5,4,1.67,4.00,"7,2,6,1,3,3,6,5,3,1,2,2,1,4,6,4,6",7,2,6,1,3,3,6,5,3,1,2,2,1,4,6,4,6,1.666666667,5,2.33,3.67,3.75,3.96,3.875,"5,4,2,5,4,4,3,4",5,4,2,5,4,4,3,4,inBoost,Masculino,26,Negro,Heterossexual,Solteiro(a),Rolim de Moura,Sim,UFAL,Graduação,3
2145a1e0-df63-11eb-bf23-972ef7bdc96c,1625689122808,1625689973314,default,190,4,"4,3,4,4,4,5,5,4,3",4,3,4,4,4,5,5,4,3,"5, 5, 4, 3, 5, 5",5,5,4,3,5,5,1.00,4.00,"1,1,1,1,2,1,7,7,5,6,1,1,1,7,6,5,7",1,1,1,1,2,1,7,7,5,6,1,1,1,7,6,5,7,1,6.25,1.38,1.17,6.25,1.46,4.75,"5,5,5,3,5,5,5,5",5,5,5,3,5,5,5,5,control,Masculino,24,Pardo,Heterossexual,Casado(a),Maceió,Sim,UFAL,Graduação,2025
25210750-df63-11eb-bf23-972ef7bdc96c,1625689608465,1625690090821,stMale,160,4,"5,2,4,5,4,4,4,4,4",5,2,4,5,4,4,4,4,4,"4, 4, 3, 4, 5, 4",4,4,3,4,5,4,1.67,3.67,"5,4,4,2,3,2,6,6,5,4,2,2,2,5,5,4,6",5,4,4,2,3,2,6,6,5,4,2,2,2,5,5,4,6,2,5,2.50,3.33,5.25,3.04,4.375,"5,5,4,4,5,5,3,4",5,5,4,4,5,5,3,4,inBoost,Masculino,21,Branco,Heterossexual,Solteiro(a),Maceió,Sim,Universidade Federal de Alagoas,Graduação,2024
32195750-df63-11eb-bf23-972ef7bdc96c,1625689170370,1625690146146,stFemale,180,3.111111111,"3,2,3,4,3,3,2,4,4",3,2,3,4,3,3,2,4,4,"2, 5, 2, 3, 5, 5",2,5,2,3,5,5,1.00,2.33,"2,2,5,1,5,5,2,4,5,4,2,2,2,4,4,4,4",2,2,5,1,5,5,2,4,5,4,2,2,2,4,4,4,4,2,4,3.00,3.33,3.75,3.79,3.875,"4,3,4,5,5,3,3,4",4,3,4,5,5,3,3,4,inThreat,Masculino,19,Branco,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2024
412915a0-df63-11eb-bf23-972ef7bdc96c,1625689223976,1625690027876,stFemale,200,3.111111111,"3,4,2,3,2,4,3,3,4",3,4,2,3,2,4,3,3,4,"4, 4, 4, 3, 5, 5",4,4,4,3,5,5,1.33,3.67,"2,3,1,1,2,5,6,7,5,6,1,1,1,6,7,7,6",2,3,1,1,2,5,6,7,5,6,1,1,1,6,7,7,6,1,6.5,1.25,2.33,6.00,2.17,4.25,"4,4,5,2,4,5,5,5",4,4,5,2,4,5,5,5,inThreat,Masculino,19,Branco,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2024
d9957860-df63-11eb-bf23-972ef7bdc96c,1625689133155,1625690264637,default,160,2.666666667,"3,2,2,3,2,3,1,5,3",3,2,2,3,2,3,1,5,3,"3, 4, 2, 2, 4, 4",3,4,2,2,4,4,2.00,2.33,"4,3,6,3,5,5,3,5,3,4,4,5,3,4,4,4,3",4,3,6,3,5,5,3,5,3,4,4,5,3,4,4,4,3,4,3.75,4.13,4.33,3.75,4.29,3.25,"4,2,3,4,4,3,3,3",4,2,3,4,4,3,3,3,control,Masculino,23,Pardo,Bissexual,Solteiro(a),Marechal Deodoro,Sim,Ufal,Graduação,2023
3ee47f00-df72-11eb-bf23-972ef7bdc96c,1625695525960,1625696204660,stFemale,180,3.444444444,"4,2,4,2,4,3,4,5,3",4,2,4,2,4,3,4,5,3,"3, 5, 3, 3, 5, 4",3,5,3,3,5,4,1.33,3.00,"5,3,3,1,5,5,3,4,4,3,2,2,2,4,4,3,4",5,3,3,1,5,5,3,4,4,3,2,2,2,4,4,3,4,2,3.75,3.13,3.67,3.50,4.08,3.625,"4,4,3,4,3,3,3,5",4,4,3,4,3,3,3,5,inBoost,Feminino,21,Pardo,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2024
8047d7e0-e656-11eb-aeff-859c71bd906c,1626454064062,1626454422716,stMale,190,3.333333333,"4,4,5,3,3,2,2,4,3",4,4,5,3,3,2,2,4,3,"2, 3, 3, 3, 5, 2",2,3,3,3,5,2,2.67,2.67,"4,5,5,1,1,4,4,6,6,3,1,1,1,6,5,5,5",4,5,5,1,1,4,4,6,6,3,1,1,1,6,5,5,5,1,5.25,1.88,3.33,4.75,3.29,4.625,"5,5,4,3,5,5,5,5",5,5,4,3,5,5,5,5,inBoost,Masculino,22,Pardo,Heterossexual,Solteiro(a),Limoeiro de Anadia,Sim,UFAL,Graduação,2023
4aee3340-e657-11eb-aeff-859c71bd906c,1626454027888,1626454699593,default,170,3,"3,3,2,2,5,3,2,5,2",3,3,2,2,5,3,2,5,2,"3, 4, 1, 1, 5, 1",3,4,1,1,5,1,2.67,1.67,"1,1,1,1,3,7,7,7,7,2,4,1,1,5,6,3,4",1,1,1,1,3,7,7,7,7,2,4,1,1,5,6,3,4,2,4.5,2.75,2.33,5.75,2.29,3.125,"5,1,3,3,4,3,3,3",5,1,3,3,4,3,3,3,control,Masculino,23,Branco,Heterossexual,Solteiro(a),Arapiraca,Sim,Ufal,Graduação,2022
2dbcb190-e682-11eb-aeff-859c71bd906c,1626472399273,1626473093231,default,170,2.444444444,"3,2,2,2,2,2,4,3,2",3,2,2,2,2,2,4,3,2,"2, 4, 3, 3, 5, 3",2,4,3,3,5,3,2.00,2.67,"3,5,5,2,6,3,4,5,5,3,2,2,2,5,4,5,4",3,5,5,2,6,3,4,5,5,3,2,2,2,5,4,5,4,2,4.5,2.75,4.00,4.25,3.88,4.375,"5,5,5,2,5,4,4,5",5,5,5,2,5,4,4,5,control,Masculino,21,Branco,Heterossexual,Solteiro(a),Arapiraca,Sim,UFAL,Graduação,2025
e6b9afe0-efb5-11eb-991d-7bf2f9a6c3b9,1627484618181,1627484929765,stFemale,150,3.777777778,"4,3,3,5,3,4,3,4,5",4,3,3,5,3,4,3,4,5,"3, 4, 4, 3, 4, 3",3,4,4,3,4,3,2.33,3.33,"1,1,1,1,2,2,6,6,4,,1,1,1,4,4,4,5",1,1,1,1,2,2,6,6,4,,1,1,1,4,4,4,5,1,4.25,2.38,1.33,5.33,2.00,3.75,"4,3,5,3,4,4,3,4",4,3,5,3,4,4,3,4,inThreat,Masculino,20,Pardo,Heterossexual,Solteiro(a),Arapiraca,Sim,UFAL,Graduação,2024
00b46200-efb6-11eb-991d-7bf2f9a6c3b9,1627484553211,1627484904155,default,110,3.444444444,"4,3,4,4,3,3,3,3,4",4,3,4,4,3,3,3,3,4,"3, 4, 3, 3, 4, 4",3,4,3,3,4,4,2.00,3.00,"3,3,2,1,3,1,7,4,5,7,1,1,1,4,5,5,6",3,3,2,1,3,1,7,4,5,7,1,1,1,4,5,5,6,1,5,2.00,2.17,5.75,2.21,3.125,"3,5,3,2,2,3,3,4",3,5,3,2,2,3,3,4,control,Masculino,25,Pardo,Heterossexual,Solteiro(a),Penedo,Sim,Universidade Federal de Alagoas,Graduação,2023
2d313ce0-efb6-11eb-991d-7bf2f9a6c3b9,1627484586441,1627485001456,stMale,150,3.666666667,"4,4,4,4,4,4,4,1,4",4,4,4,4,4,4,4,1,4,"4, 2, 5, 5, 2, 2",4,2,5,5,2,2,4.00,4.67,"3,2,2,2,6,2,6,2,6,6,2,2,2,4,4,4,4",3,2,2,2,6,2,6,2,6,6,2,2,2,4,4,4,4,2,4,3.00,2.83,5.00,2.92,3.375,"3,5,4,1,3,3,4,4",3,5,4,1,3,3,4,4,inThreat,Feminino,24,Branco,Bissexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2023
56024dd0-efb6-11eb-991d-7bf2f9a6c3b9,1627484536763,1627485096105,stMale,160,4,"4,4,5,5,4,3,2,5,4",4,4,5,5,4,3,2,5,4,"5, 4, 5, 5, 5, 4",5,4,5,5,5,4,1.67,5.00,"1,1,2,1,2,1,7,7,7,7,1,1,,6,5,5,6",1,1,2,1,2,1,7,7,7,7,1,1,,6,5,5,6,1,5.5,1.75,1.33,7.00,1.17,4.5,"5,5,5,2,5,5,4,5",5,5,5,2,5,5,4,5,inThreat,Feminino,23,Pardo,Heterossexual,Casado(a),Maceio,Sim,Ufal,Graduação,0
86f372c0-efb6-11eb-991d-7bf2f9a6c3b9,1627484572328,1627485050341,stMale,110,2.888888889,"3,1,3,4,3,3,2,4,3",3,1,3,4,3,3,2,4,3,"3, 5, 1, 1, 5, 3",3,5,1,1,5,3,1.67,1.67,"4,2,5,1,7,2,3,4,1,1,4,2,1,,1,1,1",4,2,5,1,7,2,3,4,1,1,4,2,1,,1,1,1,2.333333333,1,4.67,3.50,2.25,4.63,3.125,"3,5,2,3,5,2,1,4",3,5,2,3,5,2,1,4,inThreat,Feminino,21,Pardo,Bissexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2023
9dff1b40-efb6-11eb-991d-7bf2f9a6c3b9,1627484617000,1627485093751,default,110,2.777777778,"3,2,3,3,3,2,3,3,3",3,2,3,3,3,2,3,3,3,"2, 2, 3, 2, 3, 3",2,2,3,2,3,3,3.33,2.33,"3,3,6,2,6,6,2,3,1,3,4,4,4,5,4,3,3",3,3,6,2,6,6,2,3,1,3,4,4,4,5,4,3,3,4,3.75,4.13,4.33,2.25,5.04,2.25,"3,1,2,2,2,3,2,3",3,1,2,2,2,3,2,3,control,Feminino,22,Pardo,Heterossexual,Solteiro(a),Maceió-AL,Sim,Universidade Federal de Alagoas,Graduação,2023
d7092840-efb6-11eb-991d-7bf2f9a6c3b9,1627484824190,1627485311088,stMale,150,3.222222222,"4,4,2,3,2,2,5,5,2",4,4,2,3,2,2,5,5,2,"2, 3, 3, 2, 1, 1",2,3,3,2,1,1,4.33,2.33,"7,6,7,2,7,4,2,7,2,2,6,6,4,2,3,2,1",7,6,7,2,7,4,2,7,2,2,6,6,4,2,3,2,1,5.333333333,2,5.67,5.50,3.25,5.13,2.5,"2,3,3,5,1,2,1,3",2,3,3,5,1,2,1,3,inThreat,Feminino,19,Negro,Bissexual,Solteiro(a),Alagoas,Sim,ufal,Graduação,2023
ee21a200-efb6-11eb-991d-7bf2f9a6c3b9,1627484599157,1627485261850,default,130,2.666666667,"2,2,3,2,3,3,1,4,4",2,2,3,2,3,3,1,4,4,"3, 4, 3, 4, 5, 3",3,4,3,4,5,3,2.00,3.33,"4,2,5,2,7,6,2,4,2,2,4,6,3,2,2,1,2",4,2,5,2,7,6,2,4,2,2,4,6,3,2,2,1,2,4.333333333,1.75,5.29,4.33,2.50,4.92,2.625,"2,1,2,4,4,2,2,4",2,1,2,4,4,2,2,4,control,Feminino,20,Branco,Prefiro não Responder,Solteiro(a),Maceió,Sim,UFAL,Graduação,3
fdc45180-efb6-11eb-991d-7bf2f9a6c3b9,1627484632134,1627485310517,stFemale,150,3.444444444,"3,2,4,4,4,3,3,5,3",3,2,4,4,4,3,3,5,3,"3, 3, 3, 3, 5, 3",3,3,3,3,5,3,2.33,3.00,"4,3,3,1,5,2,3,4,5,5,3,3,2,4,4,3,5",4,3,3,1,5,2,3,4,5,5,3,3,2,4,4,3,5,2.666666667,4,3.33,3.00,4.25,3.38,4,"5,5,4,3,5,3,3,4",5,5,4,3,5,3,3,4,inBoost,Feminino,21,Branco,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2024
084deb70-efb7-11eb-991d-7bf2f9a6c3b9,1627484631668,1627485351806,stFemale,150,3.111111111,"3,2,4,3,4,4,4,1,3",3,2,4,3,4,4,4,1,3,"2, 5, 4, 1, 4, 4",2,5,4,1,4,4,1.67,2.33,"1,1,1,1,1,1,6,6,6,6,3,3,1,4,4,4,6",1,1,1,1,1,1,6,6,6,6,3,3,1,4,4,4,6,2.333333333,4.5,2.92,1.00,6.00,1.50,3.625,"4,4,4,1,5,4,3,4",4,4,4,1,5,4,3,4,inThreat,Masculino,30,Pardo,Bissexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2024
17469f50-efb7-11eb-991d-7bf2f9a6c3b9,1627484632557,1627485400814,stMale,140,2.666666667,"3,2,3,3,3,2,1,4,3",3,2,3,3,3,2,1,4,3,"3, 5, 2, 2, 5, 5",3,5,2,2,5,5,1.00,2.33,"3,2,3,1,5,2,4,4,5,3,2,2,1,3,3,2,4",3,2,3,1,5,2,4,4,5,3,2,2,1,3,3,2,4,1.666666667,3,3.33,2.67,4.00,3.33,3,"4,3,3,2,4,3,2,3",4,3,3,2,4,3,2,3,inThreat,Feminino,20,Branco,Heterossexual,Solteiro(a),,Sim,UFAL,Graduação,
27025510-efb7-11eb-991d-7bf2f9a6c3b9,1627484550621,1627485385657,default,170,3.333333333,"3,3,4,3,3,3,4,4,3",3,3,4,3,3,3,4,4,3,"4, 2, 3, 3, 4, 2",4,2,3,3,4,2,3.33,3.33,"6,6,6,1,5,6,3,5,3,2,1,1,1,6,4,6,5",6,6,6,1,5,6,3,5,3,2,1,1,1,6,4,6,5,1,5.25,1.88,5.00,3.25,4.88,4,"4,5,4,3,4,4,3,5",4,5,4,3,4,4,3,5,control,Masculino,20,Branco,Heterossexual,Solteiro(a),Maceió,Sim,Universidade Federal de Alagoas,Graduação,2024
b42f8980-efb7-11eb-991d-7bf2f9a6c3b9,1627484809094,1627485542755,default,160,3,"4,3,4,2,2,2,3,4,3",4,3,4,2,2,2,3,4,3,"4, 2, 3, 2, 2, 2",4,2,3,2,2,2,4.00,3.00,"5,4,6,3,6,5,2,5,3,1,4,2,1,3,2,2,3",5,4,6,3,6,5,2,5,3,1,4,2,1,3,2,2,3,2.333333333,2.5,3.92,4.83,2.75,5.04,2.625,"2,2,2,5,3,2,1,4",2,2,2,5,3,2,1,4,control,Feminino,23,Branco,Pansexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2024
15067de0-efb8-11eb-991d-7bf2f9a6c3b9,1627484795648,1627485763133,default,140,3.333333333,"3,2,3,3,5,3,3,5,3",3,2,3,3,5,3,3,5,3,"3, 4, 3, 1, 5, 4",3,4,3,1,5,4,1.67,2.33,"3,1,1,1,7,1,5,5,5,4,5,5,1,1,1,1,3",3,1,1,1,7,1,5,5,5,4,5,5,1,1,1,1,3,3.666666667,1.5,5.08,2.33,4.75,2.79,2.5,"3,3,2,4,1,1,1,5",3,3,2,4,1,1,1,5,control,Feminino,19,Branco,Heterossexual,Solteiro(a),Maceió,Sim,ufal,Graduação,2023
37869fe0-f6e7-11eb-991d-7bf2f9a6c3b9,1628275209826,1628275738638,stFemale,130,3.555555556,"4,3,4,3,3,3,4,5,3",4,3,4,3,3,3,4,5,3,"3, 5, 4, 4, 4, 4",3,5,4,4,4,4,1.67,3.67,"2,3,5,1,4,1,7,5,4,7,1,1,1,4,4,4,4",2,3,5,1,4,1,7,5,4,7,1,1,1,4,4,4,4,1,4,2.50,2.67,5.75,2.46,3.5,"3,2,5,5,4,3,3,3",3,2,5,5,4,3,3,3,inBoost,Feminino,35,Branco,Heterossexual,Casado(a),Maceió,Sim,UFAL,Graduação,2023
5ad35650-f6e7-11eb-991d-7bf2f9a6c3b9,1628275217396,1628275734261,default,100,2.888888889,"3,1,3,3,3,3,4,3,3",3,1,3,3,3,3,4,3,3,"2, 4, 3, 2, 5, 2",2,4,3,2,5,2,2.33,2.33,"2,1,2,2,3,2,2,3,2,1,2,2,1,3,3,2,3",2,1,2,2,3,2,2,3,2,1,2,2,1,3,3,2,3,1.666666667,2.75,3.46,2.00,2.00,4.00,3.5,"4,3,3,3,4,4,3,4",4,3,3,3,4,4,3,4,control,Feminino,22,Negro,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,3
670fa950-f6e7-11eb-991d-7bf2f9a6c3b9,1628275270435,1628275791276,stFemale,140,3.222222222,"5,3,4,3,2,2,1,5,4",5,3,4,3,2,2,1,5,4,"1, 1, 4, 1, 3, 1",1,1,4,1,3,1,4.33,2.00,"5,6,6,5,5,6,2,3,4,2,6,6,4,1,2,1,5",5,6,6,5,5,6,2,3,4,2,6,6,4,1,2,1,5,5.333333333,2.25,5.54,5.50,2.75,5.38,2,"5,2,1,4,1,1,1,1",5,2,1,4,1,1,1,1,inBoost,Feminino,19,Pardo,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2015
a59955e0-f6e7-11eb-991d-7bf2f9a6c3b9,1628275285186,1628275891680,stFemale,160,3.333333333,"2,2,4,3,3,3,4,4,5",2,2,4,3,3,3,4,4,5,"4, 5, 4, 4, 4, 3",4,5,4,4,4,3,2.00,4.00,"1,1,2,1,6,1,7,5,7,7,2,2,1,6,6,6,6",1,1,2,1,6,1,7,5,7,7,2,2,1,6,6,6,6,1.666666667,6,1.83,2.00,6.50,1.75,4.375,"5,5,4,3,5,4,4,5",5,5,4,3,5,4,4,5,inBoost,Feminino,20,Pardo,Homossexual,Solteiro(a),Rio Largo,Sim,UFAL,Graduação,2022
f8b19d00-f6e7-11eb-991d-7bf2f9a6c3b9,1628275372963,1628276020185,stFemale,110,3.333333333,"5,1,5,1,5,3,2,5,3",5,1,5,1,5,3,2,5,3,"4, 5, 1, 5, 5, 5",4,5,1,5,5,5,1.00,3.33,"2,2,3,1,4,1,4,4,4,4,1,1,1,5,5,5,5",2,2,3,1,4,1,4,4,4,4,1,1,1,5,5,5,5,1,5,2.00,2.17,4.00,3.08,3.125,"2,2,4,5,3,3,3,3",2,2,4,5,3,3,3,3,inBoost,Feminino,20,Branco,Heterossexual,Solteiro(a),Rio Largo,Sim,Ufal,Graduação,2023
175e8c90-f6e8-11eb-991d-7bf2f9a6c3b9,1628275231812,1628276109771,stFemale,170,3.666666667,"4,3,4,4,4,3,3,3,5",4,3,4,4,4,3,3,3,5,"4, 5, 5, 5, 5, 5",4,5,5,5,5,5,1.00,4.67,"7,4,3,1,2,2,3,3,3,3,4,3,3,3,4,4,4",7,4,3,1,2,2,3,3,3,3,4,3,3,3,4,4,4,3.333333333,3.75,3.79,3.17,3.00,4.08,2.5,"3,3,3,3,3,1,1,3",3,3,3,3,3,1,1,3,inBoost,Feminino,22,Branco,Heterossexual,Solteiro(a),Maceió,Sim,Ufal,Graduação,2023
48089660-f6e8-11eb-991d-7bf2f9a6c3b9,1628275356422,1628276180800,stFemale,160,2.888888889,"3,3,2,3,3,3,2,4,3",3,3,2,3,3,3,2,4,3,"3, 5, 4, 5, 5, 5",3,5,4,5,5,5,1.00,4.00,"5,1,5,1,5,5,2,5,1,3,1,1,1,6,5,6,3",5,1,5,1,5,5,2,5,1,3,1,1,1,6,5,6,3,1,5,2.00,3.67,2.75,4.46,4.375,"4,5,5,5,4,3,5,4",4,5,5,5,4,3,5,4,inBoost,Feminino,20,Branco,Heterossexual,Solteiro(a),Maceió,Sim,Ufal,Graduação,2023
9d1ee580-f6ea-11eb-991d-7bf2f9a6c3b9,1628276094117,1628277093893,default,160,3.666666667,"5,3,4,3,4,3,3,4,4",5,3,4,3,4,3,3,4,4,"3, 3, 4, 3, 4, 5",3,3,4,3,4,5,2.00,3.33,"5,1,3,1,2,1,2,6,2,2,1,1,1,6,6,6,6",5,1,3,1,2,1,2,6,2,2,1,1,1,6,6,6,6,1,6,1.50,2.17,3.00,3.58,4.125,"5,4,4,4,4,4,4,4",5,4,4,4,4,4,4,4,control,Masculino,22,Pardo,Heterossexual,Solteiro(a),ATALAIA,Sim,UFAL,Outros,2022
